Date,Away,Home,Algo proj,Away proj,Home proj,Away odds,Home odds,Diff away,Diff home,Bet,To win,Won,Bet,To win,Won,Bet,To win,Won,Bet,To win,Won
7-19-2009,seattle-mariners,cleveland-indians,54.89%,-122,122,-113,-104,9,26,$100,$88.49557522123895,$188.49557522123894,$100,$88.49557522123895,$188.49557522123894,,,,,,
7-19-2009,colorado-rockies,san-diego-padres,58.85%,-143,143,-133,114,10,29,$100,$75.18796992481202,$175.18796992481202,$100,$75.18796992481202,$175.18796992481202,,,,,,
7-19-2009,detroit-tigers,new-york-yankees,-56.18%,128,-128,124,-144,4,16,,,,,,,,,,,,
7-19-2009,tampa-bay-rays,kansas-city-royals,58.79%,-143,143,-156,135,13,8,,,,,,,,,,,,
7-19-2009,los-angeles-angels,oakland-athletics,56.8%,-131,131,-113,-104,18,35,$100,$88.49557522123895,$188.49557522123894,$100,$88.49557522123895,$188.49557522123894,,,,,,
7-19-2009,houston-astros,los-angeles-dodgers,-57.72%,137,-137,181,-208,44,71,$100,$181.0,$0,,,,,,,,,
7-19-2009,minnesota-twins,texas-rangers,-53.3%,114,-114,-103,-114,17,0,,,,,,,,,,,,
7-19-2009,san-francisco-giants,pittsburgh-pirates,-50.21%,101,-101,-112,-104,13,3,,,,,,,,,,,,
7-19-2009,chicago-cubs,washington-nationals,59.43%,-146,146,-114,-104,32,50,$100,$87.71929824561404,$187.71929824561403,$100,$87.71929824561404,$187.71929824561403,,,,,,
,,,,,,,,,,$700,$39.898418612903924,5.699774087557703%,$500,$239.89841861290392,47.97968372258079%,$0,$0,0%,$100,$-100,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-20-2009,arizona-diamondbacks,colorado-rockies,-56.51%,130,-130,133,-153,3,23,$100,$133.0,$0,,,,,,,,,
